Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy,launch_year,launch_month,customer_tenure,recency,engagement_score,purchase_freq_scaled,avg_order_value_scaled,time_between_scaled,customer_tenure_scaled,recency_scaled,engagement_score_scaled,purchase_freq_standardized,avg_order_value_standardized,time_between_standardized,customer_tenure_standardized,recency_standardized,engagement_score_standardized,engagement_score_log,customer_tenure_group,engagement_category,recently_active,engagement_score_ma3
CUST_ANVRXK,PROD_ZJ8PYS,TRANS_BAC3T7,9,158.57,Home,87,Europe,0.3,6744.05,2021-08-30,2023-08-28,Fall,Morning,Loyalty Program,2021,8,4,549,16,0.4444444444444444,0.7699916643512086,0.9761904761904762,0,0,0,-0.1729395167609637,0.9321860925169724,1.623304938629961,0.005405197779163,-0.5447075699886816,-0.3924468758886084,2.833213344056216,Medium,Medium,Inactive,2.8030541490675103
CUST_ORDR41,PROD_GA0AHC,TRANS_7D2O2A,15,89.83,Clothing,59,South America,0.32,1974.94,2020-04-28,2023-08-05,Fall,Afternoon,Loyalty Program,2020,4,5,572,23,0.7777777777777778,0.3879966657404834,0.6428571428571429,1,0,0,0.9127956517707744,-0.3872789644768393,0.4902405437413314,1.2338592384980311,-0.3273337637618829,-0.2741289989119151,3.1780538303479458,Loyal,Medium,Inactive,3.034103209254159
CUST_7ESPBH,PROD_FLXKN8,TRANS_BPBIM0,18,196.08,Home,31,South America,0.28,6113.61,2022-01-28,2023-04-03,Winter,Afternoon,Loyalty Program,2022,1,3,696,114,0.9444444444444444,0.978438455126424,0.3095238095238095,0,0,0,1.4556632360366433,1.65219095559288,-0.6428238511472981,-1.2230488429397053,0.8445945828521625,1.264003401785097,4.74493212836325,Medium,High,Inactive,3.5853997675891365
CUST_4N5WK3,PROD_FF8M81,TRANS_BGC7DM,18,50.17,Sports,54,South America,0.05,2313.74,2020-06-27,2023-12-29,Spring,Afternoon,Discount,2020,6,5,426,17,0.9444444444444444,0.1676021116976938,0.5833333333333334,1,0,0,1.4556632360366433,-1.1485531012294516,0.2879076160826475,1.2338592384980311,-1.707184881549388,-0.3755443220347951,2.8903717578961645,Loyal,Medium,Inactive,3.6044525722024527
CUST_IAY8KM,PROD_2WZ2H0,TRANS_9T46UM,10,53.69,Clothing,37,North America,0.84,7459.71,2020-02-20,2023-03-03,Winter,Evening,Email Campaign,2020,2,5,727,15,0.5,0.1871631008613503,0.3809523809523809,1,0,0,0.0080163446609926,-1.08098666246573,-0.4000243379568775,1.2338592384980311,1.1375766695056737,-0.4093494297424217,2.772588722239781,Loyal,Medium,Inactive,3.469297536166398
CUST_WDKVFT,PROD_FI3CS9,TRANS_SQH3OY,12,168.16,Clothing,89,Europe,0.43,4151.47,2022-03-31,2023-11-09,Fall,Morning,Email Campaign,2022,3,3,476,23,0.6111111111111112,0.8232842456237843,1.0,0,0,0,0.3699280675049052,1.1162662481260883,1.7042381096934345,-1.2230488429397053,-1.234633128882434,-0.2741289989119151,3.1780538303479458,Medium,Medium,Inactive,2.9470047701612962
CUST_SNHCSR,PROD_J35AVA,TRANS_WU7RXQ,8,64.71,Home,7,Asia,1.0,970.81,2020-01-04,2023-06-17,Winter,Evening,Loyalty Program,2020,1,5,621,74,0.3888888888888889,0.2484023339816614,0.0238095238095238,1,0,0,-0.35389537818292,-0.869457641108852,-1.6140219039089805,1.2338592384980311,0.1357669538517318,0.5879012476325641,4.31748811353631,Loyal,High,Inactive,3.4227102220413452
CUST_3XYCW3,PROD_K1FIRJ,TRANS_KEH2UX,14,143.25,Electronics,89,North America,0.69,5542.84,2021-08-21,2023-09-03,Winter,Morning,Email Campaign,2021,8,4,543,23,0.7222222222222222,0.6848569046957488,1.0,0,0,0,0.7318397903488179,0.6381185238066844,1.7042381096934345,0.005405197779163,-0.6014137803087161,-0.2741289989119151,3.1780538303479458,Medium,Medium,Inactive,3.5578652580773995
CUST_XPQL4W,PROD_9RT1OU,TRANS_URU2K3,15,98.14,Home,66,Europe,0.86,9279.84,2022-03-03,2023-06-03,Summer,Evening,Loyalty Program,2022,3,3,635,22,0.7777777777777778,0.4341761600444567,0.7261904761904762,0,0,0,0.9127956517707744,-0.2277684229636217,0.7735066424634888,-1.2230488429397053,0.2680814445984789,-0.2910315527657285,3.1354942159291497,Medium,Medium,Inactive,3.5436787199378013
CUST_LHY1H8,PROD_SIOWJ4,TRANS_E96NLX,12,92.4,Clothing,51,Europe,0.53,9886.64,2022-07-09,2023-11-10,Summer,Evening,Discount,2022,7,3,475,22,0.6111111111111112,0.4022784106696304,0.5476190476190477,0,0,0,0.3699280675049052,-0.3379477861749175,0.1665078594874372,-1.2230488429397053,-1.2440841639357731,-0.2910315527657285,3.1354942159291497,Medium,Medium,Inactive,3.1496807540687475
CUST_AGC6HM,PROD_DEL4N7,TRANS_1BS5RZ,7,74.4,Clothing,69,North America,0.95,6052.76,2020-10-14,2023-07-22,Summer,Afternoon,Loyalty Program,2020,10,5,586,8,0.3333333333333333,0.3022506251736593,0.7619047619047619,1,0,0,-0.5348512396048763,-0.6834579843984935,0.8949063990586991,1.2338592384980311,-0.1950192730151358,-0.527667306719115,2.1972245773362196,Loyal,Low,Inactive,2.822737669731506
CUST_FT8H0Z,PROD_UOSIQP,TRANS_QLCZTQ,8,73.82,Electronics,27,South America,0.56,2668.08,2022-05-24,2023-04-26,Winter,Evening,Email Campaign,2022,5,3,673,22,0.3888888888888889,0.2990275076410112,0.2619047619047619,0,0,0,-0.35389537818292,-0.6945910907856978,-0.8046901932742452,-1.2230488429397053,0.6272207766253638,-0.2910315527657285,3.1354942159291497,Medium,Medium,Inactive,2.822737669731506
CUST_5BDI9L,PROD_IRG2RB,TRANS_I9JXUW,15,157.81,Home,70,Asia,0.41,1667.66,2021-10-08,2023-09-01,Summer,Morning,Loyalty Program,2021,10,4,545,34,0.7777777777777778,0.765768268963601,0.7738095238095238,0,0,0,0.9127956517707744,0.9175978841475326,0.9353729845904358,0.005405197779163,-0.582511710202038,-0.0882009065199686,3.5553480614894135,Medium,High,Inactive,2.962688951584927
CUST_NIE9CV,PROD_0I2D4D,TRANS_CUP7PX,3,42.15,Sports,34,Europe,0.11,8452.09,2020-05-27,2023-11-29,Winter,Afternoon,Email Campaign,2020,5,5,456,4,0.1111111111111111,0.1230341761600444,0.3452380952380952,1,0,0,-1.2586746852927015,-1.3024970895490673,-0.5214240945520878,1.2338592384980311,-1.4236538299492156,-0.5952775221343682,1.6094379124341003,Loyal,Low,Inactive,2.7667600632842206
CUST_7ACP2W,PROD_715949,TRANS_KNJO64,8,44.16,Home,22,North America,0.42,5555.55,2021-05-14,2023-03-04,Spring,Evening,Loyalty Program,2021,5,4,726,16,0.3888888888888889,0.1342039455404278,0.2023809523809523,0,0,0,-0.35389537818292,-1.2639151174141012,-1.007023120932929,0.005405197779163,1.1281256344523347,-0.3924468758886084,2.833213344056216,Medium,Medium,Inactive,2.665999772659909
CUST_18DBCQ,PROD_MSF7H2,TRANS_SK3OJ1,7,25.26,Sports,41,Europe,0.9,5860.99,2021-04-03,2023-08-27,Summer,Morning,Loyalty Program,2021,4,4,550,4,0.3333333333333333,0.0291747707696582,0.4285714285714285,0,0,0,-0.5348512396048763,-1.6267008255488558,-0.2381579958299304,0.005405197779163,-0.5352565349353425,-0.5952775221343682,1.6094379124341003,Medium,Low,Inactive,2.0173630563081386
CUST_I1XVIR,PROD_NODE3A,TRANS_1I0GKU,19,168.63,Sports,81,Asia,0.78,1826.93,2022-07-07,2023-11-29,Summer,Morning,Loyalty Program,2022,7,3,456,40,1.0,0.825896082245068,0.9047619047619048,0,0,0,1.6366190974585997,1.1252879033019263,1.3805054254395404,-1.2230488429397053,-1.4236538299492156,0.0132144166029112,3.713572066704308,Medium,High,Inactive,2.718741107731541
CUST_KSZBFU,PROD_GGPYXR,TRANS_ZWVAWV,8,171.04,Electronics,63,Asia,0.41,1962.41,2021-04-25,2023-11-25,Winter,Evening,Email Campaign,2021,4,4,460,22,0.3888888888888889,0.8392886913031397,0.6904761904761905,0,0,0,-0.35389537818292,1.1715478798418606,0.6521068858682785,0.005405197779163,-1.3858496897358592,-0.2910315527657285,3.1354942159291497,Medium,Medium,Inactive,2.819501398355852
CUST_P6CTN6,PROD_2082W6,TRANS_C0TANH,13,24.19,Clothing,24,South America,0.24,5169.73,2021-07-10,2023-07-22,Fall,Morning,Discount,2021,7,4,586,13,0.6666666666666666,0.0232286746318421,0.2261904761904762,0,0,0,0.5508839289268616,-1.6472394873321463,-0.9260899498694556,0.005405197779163,-0.1950192730151358,-0.4431545374500483,2.6390573296152584,Medium,Medium,Inactive,3.1627078707495713
CUST_FG9BML,PROD_HOKEKA,TRANS_7FC5UQ,12,28.16,Clothing,47,Europe,0.82,5369.07,2022-10-11,2023-01-22,Spring,Afternoon,Discount,2022,10,3,767,7,0.6111111111111112,0.045290358432898,0.5,0,0,0,0.3699280675049052,-1.5710352936128351,0.0046415173604901,-1.2230488429397053,1.515618071639237,-0.5445698605729283,2.0794415416798357,Medium,Low,Inactive,2.617997695741414
CUST_SW0DID,PROD_6E4731,TRANS_SPQFFE,13,96.1,Clothing,47,North America,0.3,507.85,2021-03-23,2023-10-12,Summer,Morning,Email Campaign,2021,3,4,504,27,0.6666666666666666,0.4228396776882466,0.5,0,0,0,0.5508839289268616,-0.2669262454289604,0.0046415173604901,0.005405197779163,-0.97000414738894,-0.2065187834966619,3.332204510175204,Medium,Medium,Inactive,2.683567793823432
CUST_MMXPRX,PROD_WY8FLT,TRANS_YGB6YD,1,24.43,Sports,7,Europe,0.76,7155.28,2021-09-01,2023-03-15,Winter,Afternoon,Discount,2021,9,4,715,3,0.0,0.0245623784384551,0.0238095238095238,0,0,0,-1.620586408136614,-1.6426326846891652,-1.6140219039089805,0.005405197779163,1.0241642488656049,-0.6121800759881816,1.3862943611198906,Medium,Low,Inactive,2.265980137658309
CUST_XYPN3Y,PROD_OJI26G,TRANS_4ESPDN,11,177.41,Sports,52,Europe,0.68,653.84,2022-01-06,2023-12-24,Fall,Evening,Email Campaign,2022,1,3,431,38,0.5555555555555556,0.8746874131703251,0.5595238095238095,0,0,0,0.1889722060829489,1.293820099990982,0.206974445019174,-1.2230488429397053,-1.6599297062826923,-0.0205906911047153,3.6635616461296463,Medium,High,Inactive,2.7940201724749127
CUST_JMA52U,PROD_KYNNEL,TRANS_D45O2A,1,184.35,Home,10,North America,0.39,1036.31,2021-02-21,2023-02-26,Fall,Morning,Discount,2021,2,4,732,18,0.0,0.913253681578216,0.0595238095238095,0,0,0,-1.620586408136614,1.4270334764171828,-1.4926221473137702,0.005405197779163,1.1848318447723691,-0.3586417681809817,2.9444389791664403,Medium,Medium,Inactive,2.6647649954719914
CUST_8S9US6,PROD_OQITDK,TRANS_C3VHU8,11,113.02,Clothing,43,South America,0.33,8146.34,2020-08-31,2023-08-19,Fall,Afternoon,Email Campaign,2020,8,5,558,29,0.5555555555555556,0.5168657960544595,0.4523809523809524,1,0,0,0.1889722060829489,0.0578533409012009,-0.1572248247664569,1.2338592384980311,-0.4596482545086299,-0.1727136757890352,3.4011973816621555,Loyal,Medium,Inactive,3.3363993356527466
CUST_EO6B23,PROD_G3D8JM,TRANS_CFVHT8,9,135.84,Home,85,Asia,0.77,6471.72,2020-01-15,2023-05-21,Winter,Evening,Loyalty Program,2020,1,5,648,14,0.4444444444444444,0.6436787996665739,0.9523809523809524,1,0,0,-0.1729395167609637,0.4958834922046457,1.5423717675664874,1.2338592384980311,0.3909449002918868,-0.426251983596235,2.70805020110221,Loyal,Medium,Inactive,3.017895520643601
CUST_JX0MC3,PROD_EFJM22,TRANS_QCKSP7,19,125.77,Clothing,80,North America,0.82,4886.48,2021-12-08,2023-09-06,Spring,Evening,Loyalty Program,2021,12,4,540,30,1.0,0.5877188107807724,0.8928571428571429,0,0,0,1.6366190974585997,0.3025897313095673,1.3400388399078036,0.005405197779163,-0.6297668854687333,-0.1558111219352219,3.4339872044851463,Medium,Medium,Inactive,3.1810782624165035
CUST_FXYOHK,PROD_U4KW92,TRANS_HB6UFH,7,95.3,Electronics,66,North America,0.29,7533.68,2022-12-18,2023-08-26,Summer,Evening,Loyalty Program,2022,12,3,551,10,0.3333333333333333,0.4183939983328701,0.7261904761904762,0,0,0,-0.5348512396048763,-0.2822822542388971,0.7735066424634888,-1.2230488429397053,-0.5258054998820034,-0.4938621990114883,2.3978952727983707,Medium,Low,Inactive,2.846644226128575
CUST_SMAI48,PROD_W1GTKE,TRANS_RWQD22,14,169.63,Electronics,89,Asia,0.31,9724.44,2020-07-20,2023-04-16,Fall,Morning,Email Campaign,2020,7,5,683,27,0.7222222222222222,0.8314531814392886,1.0,1,0,0,0.7318397903488179,1.1444829143143471,1.7042381096934345,1.2338592384980311,0.7217311271587545,-0.2065187834966619,3.332204510175204,Loyal,Medium,Inactive,3.0546956624862394
CUST_FMR6QZ,PROD_H19QQ9,TRANS_LT2XSO,2,145.82,Sports,86,South America,0.39,5490.47,2022-10-17,2023-10-02,Spring,Afternoon,Discount,2022,10,3,514,3,0.0555555555555555,0.6991386496248957,0.9642857142857144,0,0,0,-1.439630546714658,0.687449702108606,1.5828383530982242,-1.2230488429397053,-0.8754937968555493,-0.6121800759881816,1.3862943611198906,Medium,Low,Inactive,2.3721313813644875
CUST_O63UGJ,PROD_JCODDL,TRANS_E9X8L0,6,74.63,Sports,56,South America,0.7,5514.18,2021-11-20,2023-09-26,Fall,Evening,Loyalty Program,2021,11,4,520,8,0.2777777777777778,0.30352875798833,0.6071428571428571,0,0,0,-0.7158071010268326,-0.6790431318656368,0.368840787146121,0.005405197779163,-0.8187875865355148,-0.527667306719115,2.1972245773362196,Medium,Low,Inactive,2.305241149543771
CUST_QPI9K8,PROD_FS5N5T,TRANS_YXGEG5,7,142.08,Home,42,South America,0.88,6778.49,2020-03-10,2023-11-14,Spring,Afternoon,Loyalty Program,2020,3,5,471,24,0.3333333333333333,0.6783550986385106,0.4404761904761904,1,0,0,-0.5348512396048763,0.6156603609221523,-0.1976914102981936,1.2338592384980311,-1.2818883041491296,-0.2572264450581019,3.2188758248682006,Loyal,Medium,Inactive,2.267464921108103
CUST_V550OF,PROD_BOZEUR,TRANS_VYD8AS,4,32.88,Clothing,45,Europe,0.32,249.45,2021-10-28,2023-08-29,Summer,Evening,Email Campaign,2021,10,4,548,3,0.1666666666666666,0.0715198666296193,0.4761904761904761,0,0,0,-1.0777188238707454,-1.4804348416342086,-0.0762916537029833,0.005405197779163,-0.5541586050420206,-0.6121800759881816,1.3862943611198906,Medium,Low,Inactive,2.267464921108103
CUST_GD1B6J,PROD_ZRKBXO,TRANS_EPKIYE,19,123.4,Sports,57,South America,0.89,5410.01,2022-10-25,2023-05-15,Winter,Evening,Email Campaign,2022,10,3,654,41,1.0,0.5745484856904696,0.6190476190476191,0,0,0,1.6366190974585997,0.2570975552101299,0.4093073726778579,-1.2230488429397053,0.4476511106119213,0.0301169704567245,3.7376696182833684,Medium,High,Inactive,2.7809466014238193
CUST_9RNS2P,PROD_8P7G22,TRANS_2V9FS7,4,178.31,Clothing,18,North America,0.45,951.83,2020-05-21,2023-02-16,Summer,Morning,Email Campaign,2020,5,5,742,40,0.1666666666666666,0.8796888024451236,0.1547619047619047,1,0,0,-1.0777188238707454,1.311095609902161,-1.168889463059876,1.2338592384980311,1.27934219530576,0.0132144166029112,3.713572066704308,Loyal,High,Inactive,2.945845348702522
CUST_AA39D9,PROD_7AAR1E,TRANS_1ZWZB6,13,172.89,Sports,8,Europe,0.48,9745.55,2021-07-29,2023-11-11,Winter,Afternoon,Loyalty Program,2021,7,4,474,281,0.6666666666666666,0.8495693248124478,0.0357142857142857,0,0,0,0.5508839289268616,1.2070586502148393,-1.5735553183772435,0.005405197779163,-1.2535351989891124,4.0867298953719216,5.641907070938114,Medium,High,Inactive,4.36438291864193
CUST_JWLCA2,PROD_BQYZYR,TRANS_XC0UVL,7,102.48,Electronics,84,Europe,0.93,7894.98,2022-02-25,2023-09-14,Spring,Afternoon,Loyalty Program,2022,2,3,532,9,0.3333333333333333,0.4582939705473742,0.9404761904761904,0,0,0,-0.5348512396048763,-0.144462075169715,1.5019051820347509,-1.2230488429397053,-0.7053751658954459,-0.5107647528653017,2.302585092994046,Medium,Low,Inactive,3.8860214102121553
CUST_4TF5P2,PROD_BXPQPG,TRANS_OE8025,19,107.75,Home,53,Europe,0.82,9281.62,2020-05-27,2023-01-16,Summer,Morning,Loyalty Program,2020,5,5,773,39,1.0,0.4875798833009168,0.5714285714285714,1,0,0,1.6366190974585997,-0.043304367134257,0.2474410305509108,1.2338592384980311,1.572324281959271,-0.003688137250902,3.6888794541139363,Loyal,High,Inactive,3.877790539348698
CUST_QOA7AE,PROD_NBJCLB,TRANS_6PT5JZ,18,20.5,Clothing,25,South America,0.53,3247.99,2021-01-07,2023-03-25,Spring,Morning,Loyalty Program,2021,1,4,705,15,0.9444444444444444,0.002722978605168,0.238095238095238,0,0,0,1.4556632360366433,-1.7180690779679793,-0.8856233643377187,0.005405197779163,0.929653898332214,-0.4093494297424217,2.772588722239781,Medium,Medium,Inactive,2.9213510897825876
CUST_C53FFA,PROD_I3R8ZM,TRANS_Q448O6,4,194.96,Sports,54,North America,0.45,762.6,2022-04-06,2023-07-17,Spring,Afternoon,Discount,2022,4,3,591,14,0.1666666666666666,0.9722145040288968,0.5833333333333334,0,0,0,-1.0777188238707454,1.6306925432589685,0.2879076160826475,-1.2230488429397053,-0.1477640977484404,-0.426251983596235,2.70805020110221,Medium,Medium,Inactive,3.056506125818642
CUST_9BFHVP,PROD_59E5AO,TRANS_7CWR69,14,102.26,Clothing,8,Asia,0.08,1402.03,2021-03-23,2023-02-04,Fall,Evening,Discount,2021,3,4,754,179,0.7222222222222222,0.4570714087246457,0.0357142857142857,0,0,0,0.7318397903488179,-0.1486849775924475,-1.5735553183772435,0.005405197779163,1.3927546159458288,2.362669402282963,5.19295685089021,Medium,High,Inactive,3.5578652580774004
CUST_J196YB,PROD_9U0BOS,TRANS_VH5568,3,71.92,Clothing,87,Asia,0.59,7062.46,2021-02-22,2023-03-28,Fall,Afternoon,Email Campaign,2021,2,4,702,2,0.1111111111111111,0.2884690191719922,0.9761904761904762,0,0,0,-1.2586746852927015,-0.7310616117092973,1.623304938629961,0.005405197779163,0.9013007931721968,-0.6290826298419949,1.0986122886681098,Medium,Low,Inactive,2.9998731135535093
CUST_RBWSRU,PROD_PGUO0J,TRANS_94Y2K9,2,124.34,Home,46,Europe,0.48,8264.35,2020-04-01,2023-08-22,Summer,Evening,Email Campaign,2020,4,5,555,5,0.0555555555555555,0.5797721589330369,0.4880952380952381,1,0,0,-1.439630546714658,0.2751408655618055,-0.0358250681712465,1.2338592384980311,-0.4880013596686471,-0.5783749682805549,1.791759469228055,Loyal,Low,Inactive,2.694442869595458
CUST_FQI5W1,PROD_QT6MUC,TRANS_WT2RR4,13,187.54,Home,25,Europe,0.59,3556.06,2021-01-02,2023-08-15,Summer,Afternoon,Loyalty Program,2021,1,4,562,98,0.6666666666666666,0.9309808280077798,0.238095238095238,0,0,0,0.5508839289268616,1.4882655615468052,-0.8856233643377187,0.005405197779163,-0.4218441142952736,0.9935625401240836,4.59511985013459,Medium,High,Inactive,2.495163869343584
CUST_YR2TNU,PROD_UKVBWH,TRANS_9ZI8VI,5,38.68,Electronics,33,Asia,0.83,5895.28,2020-03-31,2023-11-26,Winter,Afternoon,Loyalty Program,2020,3,5,459,6,0.2222222222222222,0.1037510419560989,0.3333333333333333,1,0,0,-0.896762962448789,-1.3691037777621675,-0.5618906800838246,1.2338592384980311,-1.3953007247891984,-0.5614724144267416,1.9459101490553132,Loyal,Low,Inactive,2.7775964894726517
CUST_LONT89,PROD_CM4B07,TRANS_HHP660,14,184.27,Sports,10,Asia,0.91,1612.89,2021-04-28,2023-03-14,Spring,Afternoon,Discount,2021,4,4,716,258,0.7222222222222222,0.9128091136426786,0.0595238095238095,0,0,0,0.7318397903488179,1.4254978755361891,-1.4926221473137702,0.005405197779163,1.033615283918944,3.697971156734215,5.556828061699537,Medium,High,Inactive,4.032619353629813
CUST_VEUNBA,PROD_JVZ3S7,TRANS_M4AAE8,10,175.95,Home,84,North America,0.7,6969.86,2020-08-27,2023-01-20,Fall,Afternoon,Discount,2020,8,5,769,21,0.5,0.8665740483467629,0.9404761904761904,1,0,0,0.0080163446609926,1.265795383912847,1.5019051820347509,1.2338592384980311,1.534520141745915,-0.3079341066195418,3.091042453358316,Loyal,Medium,Inactive,3.531260221371055
CUST_1YBNUA,PROD_XGFN9V,TRANS_2WGOH0,2,144.98,Clothing,28,Europe,0.19,1421.33,2022-07-02,2023-12-28,Summer,Afternoon,Discount,2022,7,3,427,10,0.0555555555555555,0.6944706863017504,0.2738095238095238,0,0,0,-1.439630546714658,0.6713258928581723,-0.7642236077425084,-1.2230488429397053,-1.6977338464960487,-0.4938621990114883,2.3978952727983707,Medium,Low,Inactive,3.6819219292854073
CUST_7DM9MD,PROD_SXP4OX,TRANS_YNU0SK,11,142.42,Electronics,47,Asia,0.17,7319.57,2022-07-28,2023-01-28,Spring,Afternoon,Discount,2022,7,3,761,33,0.5555555555555556,0.6802445123645455,0.5,0,0,0,0.1889722060829489,0.6221866646663748,0.0046415173604901,-1.2230488429397053,1.4589118613192025,-0.1051034603737819,3.5263605246161616,Medium,Medium,Inactive,3.0050994169242826
CUST_BSCBUW,PROD_8V46JU,TRANS_RH3PFF,5,180.71,Clothing,78,Asia,0.42,5334.68,2020-04-11,2023-02-15,Fall,Afternoon,Discount,2020,4,5,743,12,0.2222222222222222,0.8930258405112531,0.8690476190476191,1,0,0,-0.896762962448789,1.357163636331971,1.25910566884433,1.2338592384980311,1.288793230359099,-0.4600570913038617,2.5649493574615367,Loyal,Low,Inactive,2.829735051625356
CUST_V58BDN,PROD_NXLHIA,TRANS_DU9WBQ,3,25.19,Clothing,7,North America,0.28,4825.61,2022-11-27,2023-06-28,Fall,Afternoon,Email Campaign,2022,11,3,610,11,0.1111111111111111,0.0287857738260627,0.0238095238095238,0,0,0,-1.2586746852927015,-1.6280444763197253,-1.6140219039089805,-1.2230488429397053,0.0318055682650019,-0.476959645157675,2.4849066497880004,Medium,Low,Inactive,2.858738843955232
CUST_OZHFFR,PROD_RB6QI2,TRANS_ZJT6A4,6,104.96,Sports,75,North America,0.53,8133.18,2022-10-16,2023-05-05,Winter,Evening,Loyalty Program,2022,10,3,664,8,0.2777777777777778,0.4720755765490413,0.8333333333333334,0,0,0,-0.7158071010268326,-0.0968584478589113,1.1377059122491198,-1.2230488429397053,0.542161461145312,-0.527667306719115,2.1972245773362196,Medium,Low,Inactive,2.4156935281952516
CUST_1LLB8R,PROD_CPOQC4,TRANS_Z769E9,8,177.32,Sports,65,Europe,0.89,5933.12,2020-06-23,2023-01-05,Winter,Evening,Email Campaign,2020,6,5,784,22,0.3888888888888889,0.8741872742428451,0.7142857142857143,1,0,0,-0.35389537818292,1.2920925489998638,0.733040056931752,1.2338592384980311,1.6762856675460012,-0.2910315527657285,3.1354942159291497,Loyal,Medium,Inactive,2.605875147684456
CUST_MPP72X,PROD_6A4E38,TRANS_OWVVK6,14,186.39,Sports,54,North America,0.58,9494.19,2021-06-15,2023-02-18,Spring,Afternoon,Email Campaign,2021,6,4,740,48,0.7222222222222222,0.9245901639344262,0.5833333333333334,0,0,0,0.7318397903488179,1.4661912988825212,0.2879076160826475,0.005405197779163,1.2604401251990818,0.1484348474334178,3.8918202981106265,Medium,High,Inactive,3.0748463637919983
CUST_PYEA9B,PROD_I17HJQ,TRANS_IJBT3V,15,85.33,Home,40,Asia,0.66,8371.34,2022-08-27,2023-10-22,Fall,Evening,Loyalty Program,2022,8,3,494,32,0.7777777777777778,0.3629897193664906,0.4166666666666667,0,0,0,0.9127956517707744,-0.4736565140327333,-0.2786245813616672,-1.2230488429397053,-1.0645144979223309,-0.1220060142275953,3.4965075614664802,Medium,Medium,Inactive,3.5079406918354183
CUST_XQS15N,PROD_A9YVRB,TRANS_LA4SU4,19,171.86,Sports,13,Asia,0.08,3893.91,2021-01-24,2023-03-05,Fall,Morning,Discount,2021,1,4,725,251,1.0,0.8438455126424007,0.0952380952380952,0,0,0,1.6366190974585997,1.1872877888720463,-1.37122239071856,0.005405197779163,1.1186745993989955,3.5796532797575216,5.529429087511423,Medium,High,Inactive,4.305918982362843
CUST_EVN6W5,PROD_SQNBSM,TRANS_T1D8OP,4,170.92,Clothing,70,North America,0.11,3670.64,2022-02-03,2023-09-04,Spring,Morning,Email Campaign,2022,2,3,542,10,0.1666666666666666,0.8386218393998331,0.7738095238095238,0,0,0,-1.0777188238707454,1.1692444785203702,0.9353729845904358,-1.2230488429397053,-0.6108648153620552,-0.4938621990114883,2.3978952727983707,Medium,Low,Inactive,3.8079439739254237
CUST_0C18PG,PROD_HRK3UF,TRANS_1BTI5I,12,153.35,Clothing,15,Europe,0.63,1161.93,2021-07-18,2023-04-13,Fall,Morning,Loyalty Program,2021,7,4,686,123,0.6111111111111112,0.740983606557377,0.119047619047619,0,0,0,0.3699280675049052,0.8319881350321353,-1.2902892196550864,0.005405197779163,0.7500842323187717,1.416126386469417,4.820281565605037,Medium,High,Inactive,4.249201975304943
CUST_5G504K,PROD_G9EXJW,TRANS_SH5BR8,14,159.33,Electronics,77,Europe,0.44,729.7,2021-03-28,2023-08-25,Summer,Evening,Discount,2021,3,4,552,29,0.7222222222222222,0.7742150597388164,0.8571428571428571,0,0,0,0.7318397903488179,0.9467743008864126,1.2186390833125933,0.005405197779163,-0.5163544648286644,-0.1727136757890352,3.4011973816621555,Medium,Medium,Inactive,3.5397914066885203
CUST_O7M0U6,PROD_ZSYFPE,TRANS_8LBRO3,17,60.94,Sports,42,Asia,0.39,3011.72,2022-08-25,2023-01-31,Summer,Afternoon,Discount,2022,8,3,758,25,0.8888888888888888,0.2274520700194497,0.4404761904761904,0,0,0,1.2747073746146869,-0.9418228326256788,-0.1976914102981936,-1.2230488429397053,1.4305587561591853,-0.2403238912042885,3.258096538021482,Medium,Medium,Inactive,3.8265251617628913
CUST_ER1TR6,PROD_1TYIBV,TRANS_0WYAAH,15,21.64,Clothing,73,Europe,0.2,6478.71,2020-08-23,2023-07-17,Fall,Afternoon,Loyalty Program,2020,8,5,591,4,0.7777777777777778,0.0090580716865796,0.8095238095238095,1,0,0,0.9127956517707744,-1.6961867654138194,1.0567727411856462,1.2338592384980311,-0.1477640977484404,-0.5952775221343682,1.6094379124341003,Loyal,Low,Inactive,2.756243944039245
CUST_MTW0ZY,PROD_BF8ZFA,TRANS_M7XXGD,9,21.04,Home,33,North America,0.44,9257.87,2020-10-30,2023-12-22,Winter,Evening,Email Campaign,2020,10,5,433,6,0.4444444444444444,0.0057238121700472,0.3333333333333333,1,0,0,-0.1729395167609637,-1.7077037720212718,-0.5618906800838246,1.2338592384980311,-1.6410276361760143,-0.5614724144267416,1.9459101490553132,Loyal,Low,Inactive,2.2711481998369645
CUST_OQDOHP,PROD_62YUUF,TRANS_LETBB6,17,76.64,Sports,42,Asia,0.6,8763.62,2021-03-06,2023-09-27,Fall,Morning,Loyalty Program,2021,3,4,519,31,0.8888888888888888,0.3146985273687134,0.4404761904761904,0,0,0,1.2747073746146869,-0.6404611597306707,-0.1976914102981936,0.005405197779163,-0.8282386215888539,-0.1389085680814086,3.4657359027997265,Medium,Medium,Inactive,2.3403613214297128
